Site_ID,Tscore
163,1
276,1
381,1
890,0.775928478642458
1275,0.775928478642458
2130,0.740459041034232
5061,0.775928478642458
5084,0.740459041034232
5204,0.775928478642458
5898,0.775928478642458
7077,0.775928478642458
9113,0.775928478642458
12022,0.775928478642458
12158,0.775928478642458
12244,0.775928478642458
12607,0.775928478642458
13894,0.775928478642458
14168,0.775928478642458
14652,0.775928478642458
14704,0.775928478642458
15341,0.775928478642458
16423,0.775928478642458
17019,0.775928478642458
17513,1
18328,0.775928478642458
18393,0.775928478642458
18790,1
18909,0.775928478642458
20550,1
20905,1
21253,0.775928478642458
21662,0.775928478642458
21974,0.775928478642458
23269,0.775928478642458
24068,0.775928478642458
24095,0.775928478642458
26800,1
27442,0.775928478642458
27527,0.775928478642458
27847,0.775928478642458
27895,0.775928478642458
28310,0.775928478642458
29037,0.775928478642458
29732,0.775928478642458
30797,0.775928478642458
31060,0.775928478642458
31126,0.740459041034232
35777,0.775928478642458
36117,0.775928478642458
36329,0.775928478642458
37631,1
38569,0.775928478642458
38848,0.775928478642458
40147,0.775928478642458
41217,0.775928478642458
41651,0.775928478642458
42364,0.775928478642458
42585,0.775928478642458
42667,0.775928478642458
42906,0.775928478642458
43983,0.775928478642458
44332,0.775928478642458
45591,0.775928478642458
45810,1
46313,0.775928478642458
46697,0.775928478642458
48803,0.775928478642458
49300,0.775928478642458
49852,1
50199,0.775928478642458
50621,0.775928478642458
54445,0.775928478642458
54770,0.775928478642458
56643,0.775928478642458
58056,0.775928478642458
58339,0.775928478642458
61030,0.775928478642458
64031,0.775928478642458
71795,0.775928478642458
72270,0.775928478642458
72511,0.775928478642458
74223,0.775928478642458
74250,0.775928478642458
74826,0.775928478642458
75334,0.775928478642458
77805,0.775928478642458
77907,0.775928478642458
78092,0.775928478642458
80617,0.775928478642458
80916,1
81865,1
81882,0.775928478642458
82089,0.775928478642458
86613,0.775928478642458
87860,0.775928478642458
88946,0.775928478642458
89788,0.775928478642458
91457,0.775928478642458
91577,0.775928478642458
91657,0.775928478642458
92653,0.775928478642458
95908,0.775928478642458
96253,0.775928478642458
97192,0.775928478642458
99534,1
100933,0.775928478642458
102710,0.775928478642458
105748,0.775928478642458
105768,0.775928478642458
108855,0.775928478642458
112577,0.775928478642458
113493,0.775928478642458
114225,0.775928478642458
114626,0.775928478642458
115461,0.775928478642458
116541,0.727616038793613
116632,0.775928478642458
118450,0.775928478642458
121075,0.775928478642458
122508,0.775928478642458
124313,1
124481,0.775928478642458
124739,0.775928478642458
125133,0.775928478642458
125699,0.775928478642458
126036,0.775928478642458
126283,0.775928478642458
126324,0.775928478642458
126445,0.775928478642458
128754,0.775928478642458
129073,0.775928478642458
129476,0.775928478642458
131842,0.775928478642458
131933,0.775928478642458
132111,0.775928478642458
132165,0.775928478642458
132308,0.775928478642458
132413,0.775928478642458
133176,0.775928478642458
133188,0.775928478642458
133777,0.775928478642458
135401,0.775928478642458
139412,1
139473,0.775928478642458
139802,0.665509172417729
139889,0.775928478642458
140116,0.775928478642458
140344,0.775928478642458
142021,0.775928478642458
142473,0.775928478642458
11,1
20,0.703607703623378
29,0.63970205910594
34,1
36,1
41,0.703607703623378
43,0.703607703623378
49,0.63970205910594
54,1
58,1
66,1
67,0.703607703623378
86,0.703607703623378
92,1
96,1
103,1
109,0.63970205910594
110,1
115,1
118,0.63970205910594
124,1
128,1
137,0.63970205910594
147,1
172,0.703607703623378
176,0.703607703623378
177,1
189,1
207,1
208,1
221,1
233,1
236,1
251,1
253,1
267,1
268,1
269,0.703607703623378
291,1
292,1
307,1
308,1
310,1
312,1
313,1
315,1
324,1
325,1
328,1
330,1
332,1
345,1
348,1
352,1
354,1
361,1
376,1
377,1
379,1
383,1
386,0.685533441307369
389,1
390,1
392,1
394,1
395,1
398,1
404,1
9106,0.755996441529698
21039,1
34895,1
40487,0.755996441529698
49764,1
51154,0.685533441307369
63854,0.685533441307369
86342,1
89292,1
100406,1
108384,1
121536,1
121779,1
17,0.656690237270683
31,0.656690237270683
38,0.656690237270683
56,0.656690237270683
61,0.656690237270683
68,0.656690237270683
72,0.656690237270683
91,0.656690237270683
106,0.656690237270683
120,0.656690237270683
131,0.656690237270683
133,0.656690237270683
144,0.656690237270683
150,0.656690237270683
164,0.656690237270683
173,0.656690237270683
192,0.656690237270683
198,0.656690237270683
203,0.656690237270683
206,0.656690237270683
213,0.656690237270683
242,0.656690237270683
272,0.656690237270683
274,0.656690237270683
286,0.656690237270683
299,0.656690237270683
